21:26:20,花千树,3,2,66.67%,2,15
21:26:20,百应,520784,188868,36.27%,198480,686024
21:26:20,孩子王,5087,3134,61.61%,3175,9480
21:26:20,青藤,30,18,60.00%,69,577
21:26:20,融声汽车之家,1545,877,56.76%,898,3523
21:26:20,有态度,63577,32661,51.37%,38961,217483
21:26:20,中企动力,16123,7365,45.68%,7634,25252
21:26:20,自如(7.31),25,16,64.00%,17,63
18:47:14,花千树,0,0,0.00%,0,0
18:47:35,花千树,0,0,0.00%,0,0
18:47:35,百应,401700,115152,28.67%,120736,407196
